match_weight,match_probability,unique_id_l,unique_id_r,business_name_l,business_name_r,gamma_business_name,bf_business_name,pan_l,pan_r,gamma_pan,bf_pan,gstin_l,gstin_r,gamma_gstin,bf_gstin,pin_code_l,pin_code_r
-0.4885696666109301,0.4161372785325834,BBMP/560100/0197,KR/BN/00197/000,Mahalaxmi Ceramics Ent,Ceramics Mahalaxmi Ent,1,18.98973307249754,XMMHB6468R,XMMHB6468R,1,375.2870544017432,29XMMHB6468R8ZQ,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560058/000147,KR/BN/00147/000,Balaji Plastics Factory,Plastics Balaji Factory,1,18.98973307249754,NYNHZ5450H,NYNHZ5450H,1,375.2870544017432,29NYNHZ5450H6ZL,,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,BBMP/560100/0128,ESCOM/560100/000128,Engineering Raghavendra Mfrs,Engg Raghavendra Manufacturers,1,18.98973307249754,RYQHG1788Z,RYQHG1788Z,1,375.2870544017432,,29RYQHG1788Z7ZK,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,BBMP/560100/0170,ESCOM/560100/000170,National Foundry Traders,Foundry National Traders,1,18.98973307249754,FKCPP5037C,FKCPP5037C,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560058/000127,KR/BN/00127/000,Srinivasa Metals Works,Metals Srinivasa Works,1,18.98973307249754,UFPAJ7728L,UFPAJ7728L,1,375.2870544017432,29UFPAJ7728L4ZT,,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000170,KR/BN/00170/000,Foundry National Traders,National Foundry Traders,1,18.98973307249754,FKCPP5037C,FKCPP5037C,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,KAR/FACT/560058/0127,KR/BN/00127/000,Srinivasa Metals Works,Metals Srinivasa Works,1,18.98973307249754,UFPAJ7728L,UFPAJ7728L,1,375.2870544017432,29UFPAJ7728L4ZT,,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,BBMP/560058/0122,KR/BN/00122/000,Packaging Raghavendra Group,Raghavendra Packaging Group,1,18.98973307249754,KNWAP5223W,KNWAP5223W,1,375.2870544017432,,,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,BBMP/560100/0136,KR/BN/00136/000,Mahalaxmi Steel Traders,Steel Mahalaxmi Traders,1,18.98973307249754,CSBCF1945O,CSBCF1945O,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000136,KR/BN/00136/000,Mahalaxmi Steel Traders,Steel Mahalaxmi Traders,1,18.98973307249754,CSBCF1945O,CSBCF1945O,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,BBMP/560100/0128,KR/BN/00128/000,Engineering Raghavendra Mfrs,Raghavendra Engineering Mfr,1,18.98973307249754,RYQHG1788Z,RYQHG1788Z,1,375.2870544017432,,29RYQHG1788Z7ZK,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000078,KR/BN/00078/000,Southern Pipes Group,Pipes Southern Group,1,18.98973307249754,CAPPW8204R,CAPPW8204R,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,BBMP/560058/0147,ESCOM/560058/000147,Plastics Balaji Factory,Balaji Plastics Factory,1,18.98973307249754,NYNHZ5450H,NYNHZ5450H,1,375.2870544017432,,29NYNHZ5450H6ZL,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,BBMP/560058/0280,ESCOM/560058/000280,Wipro Electronics Traders,Electronics Wipro Traders,1,18.98973307249754,ZOHPF2034F,ZOHPF2034F,1,375.2870544017432,,,-1,1.0,560058,560058
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000021,KR/BN/00021/000,Fabrics Peoples Mfrs,Peoples Fabrics Mfr,1,18.98973307249754,UQTPH1011V,UQTPH1011V,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,BBMP/560100/0100,KR/BN/00100/000,Infosys Foundry Pvt Ltd,Foundry Infosys Pvt Ltd,1,18.98973307249754,LMPHY8096W,LMPHY8096W,1,375.2870544017432,,29LMPHY8096W2ZY,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000060,KR/BN/00060/000,Fabrics Balaji Ltd,Balaji Fabrics Ltd,1,18.98973307249754,YJTFS1332D,YJTFS1332D,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560100/000096,KR/BN/00096/000,Packaging Mahalaxmi Entp,Mahalaxmi Packaging Enterp,1,18.98973307249754,CDDAJ1313T,CDDAJ1313T,1,375.2870544017432,,,-1,1.0,560100,560100
-0.4885696666109301,0.4161372785325834,ESCOM/560058/000280,KAR/FACT/560058/0280,Electronics Wipro Traders,Wipro Electronics Traders,1,18.98973307249754,ZOHPF2034F,ZOHPF2034F,1,375.2870544017432,,,-1,1.0,560058,560058
-0.4428400165279901,0.42385857527184795,ESCOM/560100/000075,KAR/FACT/560100/0075,Sunrise Beverages Ltd,Beverages Sunrise Ltd,0,0.0716475513409654,XTUAG7657Q,XTUAG7657Q,1,375.2870544017432,29XTUAG7657Q6Z4,29XTUAG7657Q6Z4,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0011,ESCOM/560100/000011,Premier Furniture Enterprises,Furniture Premier Ent,0,0.0716475513409654,LYYHA4990G,LYYHA4990G,1,375.2870544017432,29LYYHA4990G3ZM,29LYYHA4990G3ZM,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000237,KR/BN/00237/000,Engineering Royal Factory,Royal Engineering Factory,0,0.0716475513409654,HSJHR5805L,HSJHR5805L,1,375.2870544017432,29HSJHR5805L7ZL,29HSJHR5805L7ZL,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0056,KR/BN/00056/000,Pharmaceuticals Royal Ltd,Royal Pharmaceuticals Ltd,0,0.0716475513409654,LCXAT5657J,LCXAT5657J,1,375.2870544017432,29LCXAT5657J6ZF,29LCXAT5657J6ZF,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,KAR/FACT/560100/0056,KR/BN/00056/000,Pharmaceuticals Royal Ltd,Royal Pharmaceuticals Ltd,0,0.0716475513409654,LCXAT5657J,LCXAT5657J,1,375.2870544017432,29LCXAT5657J6ZF,29LCXAT5657J6ZF,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000017,KR/BN/00017/000,Motors Bengaluru Ltd,Bengaluru Motors Ltd,0,0.0716475513409654,LXOPW6426A,LXOPW6426A,1,375.2870544017432,29LXOPW6426A2ZR,29LXOPW6426A2ZR,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,KAR/FACT/560058/0017,KR/BN/00017/000,Motors Bengaluru Ltd,Bengaluru Motors Ltd,0,0.0716475513409654,LXOPW6426A,LXOPW6426A,1,375.2870544017432,29LXOPW6426A2ZR,29LXOPW6426A2ZR,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0097,KR/BN/00097/000,Electronics Balaji Entp,Balaji Electronics Enterprises,0,0.0716475513409654,DVZFQ6447O,DVZFQ6447O,1,375.2870544017432,29DVZFQ6447O2Z1,29DVZFQ6447O2Z1,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560100/000236,KAR/FACT/560100/0236,Sunrise Pipes Enterprises,Pipes Sunrise Entp,0,0.0716475513409654,ZVJFX5810K,ZVJFX5810K,1,375.2870544017432,29ZVJFX5810K3ZM,29ZVJFX5810K3ZM,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560058/0177,ESCOM/560058/000177,Garments Indian Manufacturers,Indian Garments Mfr,0,0.0716475513409654,OIMCT9501J,OIMCT9501J,1,375.2870544017432,29OIMCT9501J9ZN,29OIMCT9501J9ZN,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000177,KAR/FACT/560058/0177,Indian Garments Mfr,Garments Indian Manufacturers,0,0.0716475513409654,OIMCT9501J,OIMCT9501J,1,375.2870544017432,29OIMCT9501J9ZN,29OIMCT9501J9ZN,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560058/0092,KR/BN/00092/000,Foods New Mfrs,New Foods Manufacturers,0,0.0716475513409654,QGRCW4345S,QGRCW4345S,1,375.2870544017432,29QGRCW4345S9ZQ,29QGRCW4345S9ZQ,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0205,ESCOM/560100/000205,Pumps Mahalaxmi Manufacturers,Mahalaxmi Pumps Mfrs,0,0.0716475513409654,UJMAV0215Y,UJMAV0215Y,1,375.2870544017432,29UJMAV0215Y1Z9,29UJMAV0215Y1Z9,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560058/0133,ESCOM/560058/000133,New Engineering Traders,Engg. New Traders,0,0.0716475513409654,FRACN6626E,FRACN6626E,1,375.2870544017432,29FRACN6626E2ZW,29FRACN6626E2ZW,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0204,ESCOM/560100/000204,JSW Printing Co,Printing JSW Co,0,0.0716475513409654,QOZCM0264N,QOZCM0264N,1,375.2870544017432,29QOZCM0264N6ZY,29QOZCM0264N6ZY,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0188,ESCOM/560100/000188,Foundry JSW Works,JSW Foundry Works,0,0.0716475513409654,WISCQ9497U,WISCQ9497U,1,375.2870544017432,29WISCQ9497U3ZK,29WISCQ9497U3ZK,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0172,ESCOM/560100/000172,Balaji Pharmaceuticals Industries,Pharmaceuticals Balaji Indus,0,0.0716475513409654,RMTPJ0422A,RMTPJ0422A,1,375.2870544017432,29RMTPJ0422A4ZQ,29RMTPJ0422A4ZQ,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560100/000128,KR/BN/00128/000,Engg Raghavendra Manufacturers,Raghavendra Engineering Mfr,0,0.0716475513409654,RYQHG1788Z,RYQHG1788Z,1,375.2870544017432,29RYQHG1788Z7ZK,29RYQHG1788Z7ZK,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560058/0069,ESCOM/560058/000069,Engineering New Ltd,New Engg. Ltd,0,0.0716475513409654,KUXCX7755V,KUXCX7755V,1,375.2870544017432,29KUXCX7755V7ZK,29KUXCX7755V7ZK,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000133,KR/BN/00133/000,Engg. New Traders,New Engineering Traders,0,0.0716475513409654,FRACN6626E,FRACN6626E,1,375.2870544017432,29FRACN6626E2ZW,29FRACN6626E2ZW,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0188,KR/BN/00188/000,Foundry JSW Works,JSW Foundry Works,0,0.0716475513409654,WISCQ9497U,WISCQ9497U,1,375.2870544017432,29WISCQ9497U3ZK,29WISCQ9497U3ZK,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0097,ESCOM/560100/000097,Electronics Balaji Entp,Balaji Electronics Enterprises,0,0.0716475513409654,DVZFQ6447O,DVZFQ6447O,1,375.2870544017432,29DVZFQ6447O2Z1,29DVZFQ6447O2Z1,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0224,KR/BN/00224/000,Plastics Royal Ltd,Royal Plastics Ltd,0,0.0716475513409654,WCWAP8244A,WCWAP8244A,1,375.2870544017432,29WCWAP8244A4ZF,29WCWAP8244A4ZF,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560100/000271,KR/BN/00271/000,Leather Balaji Ent,Balaji Leather Enterprises,0,0.0716475513409654,TAVFP3503Y,TAVFP3503Y,1,375.2870544017432,29TAVFP3503Y4Z9,29TAVFP3503Y4Z9,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000292,KAR/FACT/560058/0292,Foods Sunrise Ltd,Sunrise Foods Ltd,0,0.0716475513409654,VAACL0121S,VAACL0121S,1,375.2870544017432,29VAACL0121S6Z2,29VAACL0121S6Z2,1,273.5794701986755,560058,560058
-0.4428400165279901,0.42385857527184795,BBMP/560100/0071,ESCOM/560100/000071,Karnataka Pumps Works,Pumps Karnataka Works,0,0.0716475513409654,GBXAH6047D,GBXAH6047D,1,375.2870544017432,29GBXAH6047D3Z0,29GBXAH6047D3Z0,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,BBMP/560100/0056,ESCOM/560100/000056,Pharmaceuticals Royal Ltd,Royal Pharmaceuticals Ltd,0,0.0716475513409654,LCXAT5657J,LCXAT5657J,1,375.2870544017432,29LCXAT5657J6ZF,29LCXAT5657J6ZF,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560100/000056,KAR/FACT/560100/0056,Royal Pharmaceuticals Ltd,Pharmaceuticals Royal Ltd,0,0.0716475513409654,LCXAT5657J,LCXAT5657J,1,375.2870544017432,29LCXAT5657J6ZF,29LCXAT5657J6ZF,1,273.5794701986755,560100,560100
-0.4428400165279901,0.42385857527184795,ESCOM/560058/000069,KR/BN/00069/000,New Engg. Ltd,Engineering New Ltd,0,0.0716475513409654,KUXCX7755V,KUXCX7755V,1,375.2870544017432,29KUXCX7755V7ZK,29KUXCX7755V7ZK,1,273.5794701986755,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000124,KR/BN/00124/000,Printing United International,United Printing International,2,241.63318366926353,AHDFT6438W,AHDFT6438W,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0264,KR/BN/00264/000,Paints Indian Limited,Indian Paints Limited,2,241.63318366926353,IXVHG1768D,IXVHG1768D,1,375.2870544017432,,29IXVHG1768D1Z0,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0124,KAR/FACT/560058/0124,United Printing International,Printing United International,2,241.63318366926353,AHDFT6438W,AHDFT6438W,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0214,ESCOM/560058/000214,Srinivasa Engg & Co,Srinivasa Engineering & Co,2,241.63318366926353,GMYCU4976V,GMYCU4976V,1,375.2870544017432,,29GMYCU4976V6ZG,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560100/0096,KR/BN/00096/000,Mahalaxmi Packaging Enterprises,Mahalaxmi Packaging Enterp,2,241.63318366926353,CDDAJ1313T,CDDAJ1313T,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560058/000076,KR/BN/00076/000,Fabrics Global International,Global Fabrics International,2,241.63318366926353,OORFJ7387S,OORFJ7387S,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0229,KR/BN/00229/000,Global Electricals Corporation,Electricals Global Corporation,2,241.63318366926353,YMKAX6208H,YMKAX6208H,1,375.2870544017432,29YMKAX6208H9ZL,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0193,ESCOM/560058/000193,Electricals United Private Limited,United Electricals Private Limited,2,241.63318366926353,DDFCT7044Z,DDFCT7044Z,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000229,KR/BN/00229/000,Global Electricals Corporation,Electricals Global Corporation,2,241.63318366926353,YMKAX6208H,YMKAX6208H,1,375.2870544017432,29YMKAX6208H9ZL,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560100/0230,KAR/FACT/560100/0230,KS Paper P Limited,KS Paper Pvt Ltd,2,241.63318366926353,UBJHO9615F,UBJHO9615F,1,375.2870544017432,,29UBJHO9615F3ZA,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560100/000095,KR/BN/00095/000,Bengaluru Motors Traders,Motors Bengaluru Traders,2,241.63318366926353,LLACG2780D,LLACG2780D,1,375.2870544017432,29LLACG2780D9ZB,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,KAR/FACT/560100/0095,KR/BN/00095/000,Bengaluru Motors Traders,Motors Bengaluru Traders,2,241.63318366926353,LLACG2780D,LLACG2780D,1,375.2870544017432,29LLACG2780D9ZB,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560100/0153,KR/BN/00153/000,Packaging Peoples Private Limited,Peoples Packaging Private Limited,2,241.63318366926353,OEPFI8152U,OEPFI8152U,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560058/0066,KR/BN/00066/000,Premier Packaging Industries,Packaging Premier Industries,2,241.63318366926353,WLWPX3400R,WLWPX3400R,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560100/000153,KR/BN/00153/000,Packaging Peoples Private Limited,Peoples Packaging Private Limited,2,241.63318366926353,OEPFI8152U,OEPFI8152U,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560058/000222,KR/BN/00222/000,Sri Foods Pvt. Ltd.,Sri Foods Pvt Ltd,2,241.63318366926353,BJFPI3870X,BJFPI3870X,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,KAR/FACT/560058/0222,KR/BN/00222/000,Sri Foods P Limited,Sri Foods Pvt Ltd,2,241.63318366926353,BJFPI3870X,BJFPI3870X,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,KAR/FACT/560058/0124,KR/BN/00124/000,Printing United International,United Printing International,2,241.63318366926353,AHDFT6438W,AHDFT6438W,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000041,KR/BN/00041/000,JSW Textiles Pvt Ltd,JSW Textiles Private Limited,2,241.63318366926353,MUNPD4267V,MUNPD4267V,1,375.2870544017432,29MUNPD4267V8Z1,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560100/0095,KAR/FACT/560100/0095,Motors Bengaluru Traders,Bengaluru Motors Traders,2,241.63318366926353,LLACG2780D,LLACG2780D,1,375.2870544017432,,29LLACG2780D9ZB,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560100/000072,KR/BN/00072/000,Garments Srinivasa International,Srinivasa Garments International,2,241.63318366926353,KVYCB9349J,KVYCB9349J,1,375.2870544017432,29KVYCB9349J1ZJ,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560100/0218,ESCOM/560100/000218,Sri Plastics Indus,Sri Plastics Industries,2,241.63318366926353,LRWAE7207P,LRWAE7207P,1,375.2870544017432,,29LRWAE7207P8Z2,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560058/0148,ESCOM/560058/000148,Mphasis Beverages International,Beverages Mphasis International,2,241.63318366926353,SANAY3840U,SANAY3840U,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000193,KR/BN/00193/000,United Electricals Private Limited,United Electricals P Limited,2,241.63318366926353,DDFCT7044Z,DDFCT7044Z,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000293,KR/BN/00293/000,Peoples Chemicals International,Chemicals Peoples International,2,241.63318366926353,HGVCV1576N,HGVCV1576N,1,375.2870544017432,29HGVCV1576N2Z7,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560100/0085,KAR/FACT/560100/0085,Janatha Steel Pvt.Ltd,Janatha Steel Pvt Ltd,2,241.63318366926353,HVCCU7035B,HVCCU7035B,1,375.2870544017432,,29HVCCU7035B3Z5,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560100/000287,KAR/FACT/560100/0287,Shree Steel Ltd,Steel Shree Ltd,2,241.63318366926353,YXFFK3604Z,YXFFK3604Z,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560100/0199,ESCOM/560100/000199,Motors Shree Manufacturers,Shree Motors Manufacturers,2,241.63318366926353,IIUAD8961X,IIUAD8961X,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560100/0061,KR/BN/00061/000,Karnataka Engg. Pvt. Ltd.,Karnataka Engineering Pvt. Ltd.,2,241.63318366926353,RSOHJ8879U,RSOHJ8879U,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560100/000061,KR/BN/00061/000,Karnataka Engg. Pvt. Ltd.,Karnataka Engineering Pvt. Ltd.,2,241.63318366926353,RSOHJ8879U,RSOHJ8879U,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,ESCOM/560058/000185,KR/BN/00185/000,Sunrise Electricals Corporation,Electricals Sunrise Corporation,2,241.63318366926353,AFNFG5756E,AFNFG5756E,1,375.2870544017432,29AFNFG5756E1ZO,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,KAR/FACT/560100/0061,KR/BN/00061/000,Karnataka Engineering Pvt Ltd,Karnataka Engineering Pvt. Ltd.,2,241.63318366926353,RSOHJ8879U,RSOHJ8879U,1,375.2870544017432,,,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560058/0124,ESCOM/560058/000124,United Printing International,Printing United International,2,241.63318366926353,AHDFT6438W,AHDFT6438W,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0099,KR/BN/00099/000,Garments Janatha Factory,Janatha Garments Factory,2,241.63318366926353,HGWHV8174B,HGWHV8174B,1,375.2870544017432,29HGWHV8174B3Z8,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560100/0218,KR/BN/00218/000,Sri Plastics Indus,Sri Plastics Industries,2,241.63318366926353,LRWAE7207P,LRWAE7207P,1,375.2870544017432,,29LRWAE7207P8Z2,-1,1.0,560100,560100
3.1809573964397857,0.9006861345018466,BBMP/560058/0177,KR/BN/00177/000,Garments Indian Manufacturers,Garments Indian Mfrs,2,241.63318366926353,OIMCT9501J,OIMCT9501J,1,375.2870544017432,29OIMCT9501J9ZN,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,ESCOM/560058/000222,KAR/FACT/560058/0222,Sri Foods Pvt. Ltd.,Sri Foods P Limited,2,241.63318366926353,BJFPI3870X,BJFPI3870X,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,BBMP/560058/0257,KAR/FACT/560058/0257,Modern Garments Industries,Modern Garments Indus,2,241.63318366926353,SVAAQ6333R,SVAAQ6333R,1,375.2870544017432,,,-1,1.0,560058,560058
3.1809573964397857,0.9006861345018466,KAR/FACT/560058/0177,KR/BN/00177/000,Garments Indian Manufacturers,Garments Indian Mfrs,2,241.63318366926353,OIMCT9501J,OIMCT9501J,1,375.2870544017432,29OIMCT9501J9ZN,,-1,1.0,560058,560058
