source,source_record_id,event_category,event_date,is_terminal,is_high_reliability,payload
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 5730.8}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 5291.0}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 4910.2}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 5511.7}"
ESCOM,ESCOM/560100/000003,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 5862.1}"
BBMP,BBMP/560100/0003,LICENCE_RENEWAL,2026-04-15,False,False,"{""fee_paid"": 1152.0}"
LABOUR,KR/BN/00003/000,PF_FILING,2025-05-10,False,False,"{""employees"": 799, ""wages"": 11985000}"
LABOUR,KR/BN/00003/000,PF_FILING,2025-08-08,False,False,"{""employees"": 799, ""wages"": 11985000}"
LABOUR,KR/BN/00003/000,PF_FILING,2025-10-31,False,False,"{""employees"": 799, ""wages"": 11985000}"
LABOUR,KR/BN/00003/000,PF_FILING,2026-02-10,False,False,"{""employees"": 799, ""wages"": 11985000}"
BBMP,BBMP/560100/0004,LICENCE_RENEWAL,2026-04-04,False,False,"{""fee_paid"": 3841.0}"
BBMP,BBMP/560100/0005,LICENCE_SURRENDER,2025-02-26,True,False,"{""reason"": ""Business closed""}"
LABOUR,KR/BN/00006/000,PF_FILING,2025-05-06,False,False,"{""employees"": 783, ""wages"": 11745000}"
LABOUR,KR/BN/00006/000,PF_FILING,2025-08-01,False,False,"{""employees"": 783, ""wages"": 11745000}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 18996.8}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 17051.2}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 16638.9}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 16876.5}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 18047.1}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 19105.4}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 16384.5}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 15476.2}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 16164.8}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 14694.3}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 17451.0}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 19124.5}"
ESCOM,ESCOM/560100/000008,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 15362.6}"
BBMP,BBMP/560100/0008,LICENCE_RENEWAL,2025-12-07,False,False,"{""fee_paid"": 1449.0}"
BBMP,BBMP/560058/0009,LICENCE_SURRENDER,2024-06-04,True,False,"{""reason"": ""Business closed""}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 12569.9}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 10590.5}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 11122.1}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 10083.4}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 12844.1}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 10142.2}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 11811.7}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 11567.7}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 11942.5}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 10964.8}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 10867.0}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 10930.7}"
ESCOM,ESCOM/560100/000010,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 9878.3}"
BBMP,BBMP/560100/0010,LICENCE_RENEWAL,2026-02-10,False,False,"{""fee_paid"": 3973.0}"
LABOUR,KR/BN/00010/000,PF_FILING,2025-05-15,False,False,"{""employees"": 418, ""wages"": 6270000}"
LABOUR,KR/BN/00010/000,PF_FILING,2025-08-15,False,False,"{""employees"": 418, ""wages"": 6270000}"
LABOUR,KR/BN/00010/000,PF_FILING,2025-11-02,False,False,"{""employees"": 418, ""wages"": 6270000}"
LABOUR,KR/BN/00010/000,PF_FILING,2026-01-30,False,False,"{""employees"": 418, ""wages"": 6270000}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 15785.3}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 13819.1}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 13464.3}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 15882.7}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 12943.1}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 14443.8}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 14783.1}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 15005.1}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 13069.4}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 15085.4}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 14545.1}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 16001.4}"
ESCOM,ESCOM/560100/000011,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 12582.8}"
BBMP,BBMP/560100/0011,LICENCE_RENEWAL,2025-12-26,False,False,"{""fee_paid"": 1277.0}"
LABOUR,KR/BN/00011/000,PF_FILING,2025-05-09,False,False,"{""employees"": 296, ""wages"": 4440000}"
LABOUR,KR/BN/00011/000,PF_FILING,2025-08-13,False,False,"{""employees"": 296, ""wages"": 4440000}"
LABOUR,KR/BN/00011/000,PF_FILING,2025-11-04,False,False,"{""employees"": 296, ""wages"": 4440000}"
LABOUR,KR/BN/00011/000,PF_FILING,2026-02-07,False,False,"{""employees"": 296, ""wages"": 4440000}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 1268.7}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 1330.8}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 1032.7}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 1021.5}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 1357.8}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 1128.3}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 1086.9}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 1189.6}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 1207.5}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 1271.4}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 1226.9}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 1205.3}"
ESCOM,ESCOM/560058/000012,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 1277.1}"
BBMP,BBMP/560058/0012,LICENCE_RENEWAL,2026-02-25,False,False,"{""fee_paid"": 2865.0}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 12565.3}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 12927.4}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 15011.5}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 12882.5}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 16093.0}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 15665.6}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 15250.1}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 14121.7}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 15595.1}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 13218.0}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 14683.4}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 13735.1}"
ESCOM,ESCOM/560100/000013,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 14223.5}"
BBMP,BBMP/560100/0013,LICENCE_RENEWAL,2026-03-08,False,False,"{""fee_paid"": 2239.0}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-05-05,False,False,"{""employees"": 772, ""wages"": 11580000}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-08-03,False,False,"{""employees"": 772, ""wages"": 11580000}"
LABOUR,KR/BN/00013/000,PF_FILING,2025-11-13,False,False,"{""employees"": 772, ""wages"": 11580000}"
LABOUR,KR/BN/00013/000,PF_FILING,2026-02-06,False,False,"{""employees"": 772, ""wages"": 11580000}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 23981.5}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 27373.6}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 23952.7}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 21854.6}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 24816.9}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 26637.9}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 26282.8}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 21896.9}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 24986.2}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 22834.9}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 21681.8}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 28434.4}"
ESCOM,ESCOM/560100/000014,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 26471.3}"
BBMP,BBMP/560100/0015,LICENCE_RENEWAL,2025-12-02,False,False,"{""fee_paid"": 2071.0}"
LABOUR,KR/BN/00015/000,PF_FILING,2025-05-06,False,False,"{""employees"": 343, ""wages"": 5145000}"
LABOUR,KR/BN/00015/000,PF_FILING,2025-08-01,False,False,"{""employees"": 343, ""wages"": 5145000}"
LABOUR,KR/BN/00015/000,PF_FILING,2025-11-08,False,False,"{""employees"": 343, ""wages"": 5145000}"
LABOUR,KR/BN/00015/000,PF_FILING,2026-02-07,False,False,"{""employees"": 343, ""wages"": 5145000}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 15491.5}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 16314.1}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 16108.3}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 16462.5}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 17365.1}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 16695.6}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 14073.5}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 14333.1}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 15373.8}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 15086.1}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 17635.2}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 16592.8}"
ESCOM,ESCOM/560100/000016,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 15434.3}"
LABOUR,KR/BN/00016/000,PF_FILING,2025-05-14,False,False,"{""employees"": 758, ""wages"": 11370000}"
LABOUR,KR/BN/00016/000,PF_FILING,2025-08-07,False,False,"{""employees"": 758, ""wages"": 11370000}"
LABOUR,KR/BN/00016/000,PF_FILING,2025-11-06,False,False,"{""employees"": 758, ""wages"": 11370000}"
LABOUR,KR/BN/00016/000,PF_FILING,2026-02-02,False,False,"{""employees"": 758, ""wages"": 11370000}"
FACTORIES,KAR/FACT/560100/0016,INSPECTION,2025-07-11,False,False,"{""result"": ""NOTICE_ISSUED"", ""inspector_id"": ""INS517""}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 51316.9}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 41560.2}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 49458.0}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 46250.1}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 51995.1}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 46440.8}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 44865.4}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 40246.4}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 44805.0}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 51808.2}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 52156.6}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 42518.1}"
ESCOM,ESCOM/560058/000017,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 49811.6}"
LABOUR,KR/BN/00017/000,PF_FILING,2025-05-09,False,False,"{""employees"": 717, ""wages"": 10755000}"
LABOUR,KR/BN/00017/000,PF_FILING,2025-08-16,False,False,"{""employees"": 717, ""wages"": 10755000}"
LABOUR,KR/BN/00017/000,PF_FILING,2025-10-30,False,False,"{""employees"": 717, ""wages"": 10755000}"
LABOUR,KR/BN/00017/000,PF_FILING,2026-02-09,False,False,"{""employees"": 717, ""wages"": 10755000}"
FACTORIES,KAR/FACT/560058/0017,INSPECTION,2025-08-26,False,False,"{""result"": ""SATISFACTORY"", ""inspector_id"": ""INS794""}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 13129.2}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 13149.4}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 12702.1}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 13395.8}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 12759.0}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 12762.6}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 11602.1}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 11513.6}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 13326.6}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 11349.6}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 13509.0}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 13006.0}"
ESCOM,ESCOM/560100/000018,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 12343.2}"
LABOUR,KR/BN/00018/000,PF_FILING,2025-05-18,False,False,"{""employees"": 87, ""wages"": 1305000}"
LABOUR,KR/BN/00018/000,PF_FILING,2025-08-13,False,False,"{""employees"": 87, ""wages"": 1305000}"
LABOUR,KR/BN/00018/000,PF_FILING,2025-10-31,False,False,"{""employees"": 87, ""wages"": 1305000}"
LABOUR,KR/BN/00018/000,PF_FILING,2026-02-10,False,False,"{""employees"": 87, ""wages"": 1305000}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 29942.1}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 29843.8}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 32299.9}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 32637.0}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 28612.5}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 30380.7}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 31031.2}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 31789.7}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 33853.3}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 32086.6}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 33199.7}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 31394.6}"
ESCOM,ESCOM/560100/000019,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 27971.0}"
BBMP,BBMP/560100/0019,LICENCE_RENEWAL,2026-02-18,False,False,"{""fee_paid"": 1484.0}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 36339.3}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 29820.4}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 31476.3}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 34028.1}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 29416.9}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 35865.0}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 29050.0}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 30730.9}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2025-12-29,False,True,"{""consumption_kwh"": 35714.4}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2026-01-28,False,True,"{""consumption_kwh"": 36984.2}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2026-02-27,False,True,"{""consumption_kwh"": 32643.0}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2026-03-29,False,True,"{""consumption_kwh"": 38382.5}"
ESCOM,ESCOM/560058/000020,ELECTRICITY_READING,2026-04-28,False,True,"{""consumption_kwh"": 37511.7}"
LABOUR,KR/BN/00020/000,PF_FILING,2025-05-10,False,False,"{""employees"": 271, ""wages"": 4065000}"
LABOUR,KR/BN/00020/000,PF_FILING,2025-08-07,False,False,"{""employees"": 271, ""wages"": 4065000}"
LABOUR,KR/BN/00020/000,PF_FILING,2025-11-12,False,False,"{""employees"": 271, ""wages"": 4065000}"
LABOUR,KR/BN/00020/000,PF_FILING,2026-02-11,False,False,"{""employees"": 271, ""wages"": 4065000}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-05-03,False,True,"{""consumption_kwh"": 69328.8}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-06-02,False,True,"{""consumption_kwh"": 60551.4}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-07-02,False,True,"{""consumption_kwh"": 75859.4}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-08-01,False,True,"{""consumption_kwh"": 66141.5}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-08-31,False,True,"{""consumption_kwh"": 66314.1}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-09-30,False,True,"{""consumption_kwh"": 69731.4}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-10-30,False,True,"{""consumption_kwh"": 71857.1}"
ESCOM,ESCOM/560100/000021,ELECTRICITY_READING,2025-11-29,False,True,"{""consumption_kwh"": 73123.5}"
