real_business_idx,real_status,pin_code,sector,canonical_name,pan,gstin,source,source_record_id
9,CLOSED,560058,TEXTILE,Srinivasa Printing Corporation,WXECA9274N,29WXECA9274N9ZV,ESCOM,ESCOM/560058/000009
9,CLOSED,560058,TEXTILE,Srinivasa Printing Corporation,WXECA9274N,29WXECA9274N9ZV,LABOUR,KR/BN/00009/000
10,ACTIVE,560100,RUBBER_PLASTICS,Southern Valves Works,,,BBMP,BBMP/560100/0010
10,ACTIVE,560100,RUBBER_PLASTICS,Southern Valves Works,,,ESCOM,ESCOM/560100/000010
10,ACTIVE,560100,RUBBER_PLASTICS,Southern Valves Works,,,LABOUR,KR/BN/00010/000
11,ACTIVE,560100,PAPER_PRINTING,Premier Furniture Enterprises,LYYHA4990G,29LYYHA4990G3ZM,BBMP,BBMP/560100/0011
11,ACTIVE,560100,PAPER_PRINTING,Premier Furniture Enterprises,LYYHA4990G,29LYYHA4990G3ZM,ESCOM,ESCOM/560100/000011
11,ACTIVE,560100,PAPER_PRINTING,Premier Furniture Enterprises,LYYHA4990G,29LYYHA4990G3ZM,LABOUR,KR/BN/00011/000
12,ACTIVE,560058,RUBBER_PLASTICS,KS Ceramics Pvt Ltd,HPSCG6852B,,BBMP,BBMP/560058/0012
12,ACTIVE,560058,RUBBER_PLASTICS,KS Ceramics Pvt Ltd,HPSCG6852B,,ESCOM,ESCOM/560058/000012
13,ACTIVE,560100,RUBBER_PLASTICS,Shree Engineering Pvt Ltd,LBJCZ9036V,,BBMP,BBMP/560100/0013
13,ACTIVE,560100,RUBBER_PLASTICS,Shree Engineering Pvt Ltd,LBJCZ9036V,,ESCOM,ESCOM/560100/000013
13,ACTIVE,560100,RUBBER_PLASTICS,Shree Engineering Pvt Ltd,LBJCZ9036V,,LABOUR,KR/BN/00013/000
14,ACTIVE,560100,TEXTILE,Venkateshwara Pipes International,JBMPG8437H,,ESCOM,ESCOM/560100/000014
15,ACTIVE,560100,TEXTILE,Mahalaxmi Chemicals Private Limited,LZDHS1045Z,29LZDHS1045Z4ZN,BBMP,BBMP/560100/0015
15,ACTIVE,560100,TEXTILE,Mahalaxmi Chemicals Private Limited,LZDHS1045Z,29LZDHS1045Z4ZN,LABOUR,KR/BN/00015/000
16,ACTIVE,560100,AUTO_COMPONENTS,Infosys Paints Limited,QHOCA3276K,29QHOCA3276K8ZD,ESCOM,ESCOM/560100/000016
16,ACTIVE,560100,AUTO_COMPONENTS,Infosys Paints Limited,QHOCA3276K,29QHOCA3276K8ZD,LABOUR,KR/BN/00016/000
16,ACTIVE,560100,AUTO_COMPONENTS,Infosys Paints Limited,QHOCA3276K,29QHOCA3276K8ZD,FACTORIES,KAR/FACT/560100/0016
17,ACTIVE,560058,CHEMICALS,Bengaluru Motors Ltd,LXOPW6426A,29LXOPW6426A2ZR,ESCOM,ESCOM/560058/000017
17,ACTIVE,560058,CHEMICALS,Bengaluru Motors Ltd,LXOPW6426A,29LXOPW6426A2ZR,LABOUR,KR/BN/00017/000
17,ACTIVE,560058,CHEMICALS,Bengaluru Motors Ltd,LXOPW6426A,29LXOPW6426A2ZR,FACTORIES,KAR/FACT/560058/0017
18,ACTIVE,560100,PHARMACEUTICALS,Sunrise Pumps & Co,LTVFI7562C,29LTVFI7562C4ZH,ESCOM,ESCOM/560100/000018
18,ACTIVE,560100,PHARMACEUTICALS,Sunrise Pumps & Co,LTVFI7562C,29LTVFI7562C4ZH,LABOUR,KR/BN/00018/000
19,ACTIVE,560100,PACKAGING,Sri Foods Corporation,HKXHN5778P,,BBMP,BBMP/560100/0019
19,ACTIVE,560100,PACKAGING,Sri Foods Corporation,HKXHN5778P,,ESCOM,ESCOM/560100/000019
20,ACTIVE,560058,PAPER_PRINTING,Modern Textiles International,,,ESCOM,ESCOM/560058/000020
20,ACTIVE,560058,PAPER_PRINTING,Modern Textiles International,,,LABOUR,KR/BN/00020/000
21,ACTIVE,560100,CHEMICALS,Peoples Fabrics Manufacturers,UQTPH1011V,,ESCOM,ESCOM/560100/000021
21,ACTIVE,560100,CHEMICALS,Peoples Fabrics Manufacturers,UQTPH1011V,,LABOUR,KR/BN/00021/000
22,ACTIVE,560100,ENGINEERING,Premier Textiles International,,,BBMP,BBMP/560100/0022
22,ACTIVE,560100,ENGINEERING,Premier Textiles International,,,ESCOM,ESCOM/560100/000022
22,ACTIVE,560100,ENGINEERING,Premier Textiles International,,,LABOUR,KR/BN/00022/000
23,DORMANT,560058,AUTO_COMPONENTS,Modern Metals Co,,,BBMP,BBMP/560058/0023
23,DORMANT,560058,AUTO_COMPONENTS,Modern Metals Co,,,ESCOM,ESCOM/560058/000023
23,DORMANT,560058,AUTO_COMPONENTS,Modern Metals Co,,,LABOUR,KR/BN/00023/000
24,CLOSED,560100,PAPER_PRINTING,Janatha Printing Group,VCWCH7563P,29VCWCH7563P3ZV,BBMP,BBMP/560100/0024
24,CLOSED,560100,PAPER_PRINTING,Janatha Printing Group,VCWCH7563P,29VCWCH7563P3ZV,ESCOM,ESCOM/560100/000024
25,ACTIVE,560058,ELECTRONICS,Star Metals Manufacturers,CFRPJ6353X,29CFRPJ6353X6ZT,LABOUR,KR/BN/00025/000
26,ACTIVE,560058,ELECTRONICS,Karnataka Pipes Manufacturers,HJHCW5295W,29HJHCW5295W8Z6,BBMP,BBMP/560058/0026
26,ACTIVE,560058,ELECTRONICS,Karnataka Pipes Manufacturers,HJHCW5295W,29HJHCW5295W8Z6,ESCOM,ESCOM/560058/000026
27,ACTIVE,560058,ENGINEERING,Infosys Auto Parts Pvt Ltd,,,BBMP,BBMP/560058/0027
27,ACTIVE,560058,ENGINEERING,Infosys Auto Parts Pvt Ltd,,,ESCOM,ESCOM/560058/000027
27,ACTIVE,560058,ENGINEERING,Infosys Auto Parts Pvt Ltd,,,LABOUR,KR/BN/00027/000
27,ACTIVE,560058,ENGINEERING,Infosys Auto Parts Pvt Ltd,,,FACTORIES,KAR/FACT/560058/0027
28,ACTIVE,560100,PAPER_PRINTING,Wipro Pharmaceuticals Factory,REEHC1464B,,BBMP,BBMP/560100/0028
28,ACTIVE,560100,PAPER_PRINTING,Wipro Pharmaceuticals Factory,REEHC1464B,,ESCOM,ESCOM/560100/000028
28,ACTIVE,560100,PAPER_PRINTING,Wipro Pharmaceuticals Factory,REEHC1464B,,LABOUR,KR/BN/00028/000
29,ACTIVE,560058,PACKAGING,Mahalaxmi Printing Ltd,PVXHO1669Q,29PVXHO1669Q8Z5,LABOUR,KR/BN/00029/000
30,ACTIVE,560058,CHEMICALS,Premier Garments Group,ZLVCC4431F,29ZLVCC4431F8ZI,BBMP,BBMP/560058/0030
30,ACTIVE,560058,CHEMICALS,Premier Garments Group,ZLVCC4431F,29ZLVCC4431F8ZI,ESCOM,ESCOM/560058/000030
30,ACTIVE,560058,CHEMICALS,Premier Garments Group,ZLVCC4431F,29ZLVCC4431F8ZI,FACTORIES,KAR/FACT/560058/0030
31,ACTIVE,560058,RUBBER_PLASTICS,Mphasis Metals Industries,FOYPO8406Z,,ESCOM,ESCOM/560058/000031
31,ACTIVE,560058,RUBBER_PLASTICS,Mphasis Metals Industries,FOYPO8406Z,,LABOUR,KR/BN/00031/000
32,ACTIVE,560058,FOOD_PROCESSING,Global Paints Limited,LDECT5882Z,29LDECT5882Z6ZW,BBMP,BBMP/560058/0032
32,ACTIVE,560058,FOOD_PROCESSING,Global Paints Limited,LDECT5882Z,29LDECT5882Z6ZW,ESCOM,ESCOM/560058/000032
32,ACTIVE,560058,FOOD_PROCESSING,Global Paints Limited,LDECT5882Z,29LDECT5882Z6ZW,LABOUR,KR/BN/00032/000
33,ACTIVE,560100,RUBBER_PLASTICS,Global Packaging Enterprises,OGUCB3493V,29OGUCB3493V3ZV,ESCOM,ESCOM/560100/000033
34,CLOSED,560058,FOOD_PROCESSING,Wipro Valves Co,QWWFR3377R,,BBMP,BBMP/560058/0034
34,CLOSED,560058,FOOD_PROCESSING,Wipro Valves Co,QWWFR3377R,,ESCOM,ESCOM/560058/000034
34,CLOSED,560058,FOOD_PROCESSING,Wipro Valves Co,QWWFR3377R,,LABOUR,KR/BN/00034/000
35,ACTIVE,560058,PHARMACEUTICALS,Venkateshwara Paints Limited,LGKHV7108T,29LGKHV7108T8Z9,BBMP,BBMP/560058/0035
35,ACTIVE,560058,PHARMACEUTICALS,Venkateshwara Paints Limited,LGKHV7108T,29LGKHV7108T8Z9,ESCOM,ESCOM/560058/000035
35,ACTIVE,560058,PHARMACEUTICALS,Venkateshwara Paints Limited,LGKHV7108T,29LGKHV7108T8Z9,LABOUR,KR/BN/00035/000
36,ACTIVE,560058,PHARMACEUTICALS,Titan Paper Limited,WCJFL5929V,29WCJFL5929V1Z3,ESCOM,ESCOM/560058/000036
37,ACTIVE,560058,ENGINEERING,Indian Leather Co,XIKPG1595I,29XIKPG1595I5ZU,BBMP,BBMP/560058/0037
37,ACTIVE,560058,ENGINEERING,Indian Leather Co,XIKPG1595I,29XIKPG1595I5ZU,LABOUR,KR/BN/00037/000
38,ACTIVE,560100,RUBBER_PLASTICS,Titan Fabrics Group,PVYHD6469K,29PVYHD6469K4Z4,BBMP,BBMP/560100/0038
38,ACTIVE,560100,RUBBER_PLASTICS,Titan Fabrics Group,PVYHD6469K,29PVYHD6469K4Z4,LABOUR,KR/BN/00038/000
39,DORMANT,560100,ENGINEERING,Mahalaxmi Beverages International,XRVCT4903O,29XRVCT4903O4ZN,BBMP,BBMP/560100/0039
39,DORMANT,560100,ENGINEERING,Mahalaxmi Beverages International,XRVCT4903O,29XRVCT4903O4ZN,ESCOM,ESCOM/560100/000039
40,ACTIVE,560100,ENGINEERING,Raghavendra Foods Co,BTFCG8277T,,ESCOM,ESCOM/560100/000040
41,ACTIVE,560058,PAPER_PRINTING,JSW Textiles Private Limited,MUNPD4267V,29MUNPD4267V8Z1,ESCOM,ESCOM/560058/000041
41,ACTIVE,560058,PAPER_PRINTING,JSW Textiles Private Limited,MUNPD4267V,29MUNPD4267V8Z1,LABOUR,KR/BN/00041/000
42,ACTIVE,560100,PAPER_PRINTING,Balaji Fabrics Private Limited,NLPAD7168R,29NLPAD7168R4ZR,BBMP,BBMP/560100/0042
42,ACTIVE,560100,PAPER_PRINTING,Balaji Fabrics Private Limited,NLPAD7168R,29NLPAD7168R4ZR,ESCOM,ESCOM/560100/000042
43,DORMANT,560100,AUTO_COMPONENTS,Balaji Ceramics International,,,BBMP,BBMP/560100/0043
43,DORMANT,560100,AUTO_COMPONENTS,Balaji Ceramics International,,,ESCOM,ESCOM/560100/000043
43,DORMANT,560100,AUTO_COMPONENTS,Balaji Ceramics International,,,LABOUR,KR/BN/00043/000
43,DORMANT,560100,AUTO_COMPONENTS,Balaji Ceramics International,,,FACTORIES,KAR/FACT/560100/0043
44,ACTIVE,560100,PACKAGING,United Pipes Industries,EMWCL8375Z,29EMWCL8375Z9ZZ,ESCOM,ESCOM/560100/000044
45,ACTIVE,560058,FOOD_PROCESSING,United Electricals Factory,,,ESCOM,ESCOM/560058/000045
46,ACTIVE,560058,TEXTILE,Balaji Electronics Group,PKFFQ1426P,29PKFFQ1426P5Z2,BBMP,BBMP/560058/0046
46,ACTIVE,560058,TEXTILE,Balaji Electronics Group,PKFFQ1426P,29PKFFQ1426P5Z2,ESCOM,ESCOM/560058/000046
47,ACTIVE,560100,ENGINEERING,Shree Auto Parts & Co,ORJAM8009K,29ORJAM8009K7ZQ,ESCOM,ESCOM/560100/000047
47,ACTIVE,560100,ENGINEERING,Shree Auto Parts & Co,ORJAM8009K,29ORJAM8009K7ZQ,LABOUR,KR/BN/00047/000
47,ACTIVE,560100,ENGINEERING,Shree Auto Parts & Co,ORJAM8009K,29ORJAM8009K7ZQ,FACTORIES,KAR/FACT/560100/0047
48,ACTIVE,560100,ENGINEERING,Bengaluru Metals Factory,IENCD5173U,29IENCD5173U4Z6,BBMP,BBMP/560100/0048
48,ACTIVE,560100,ENGINEERING,Bengaluru Metals Factory,IENCD5173U,29IENCD5173U4Z6,ESCOM,ESCOM/560100/000048
48,ACTIVE,560100,ENGINEERING,Bengaluru Metals Factory,IENCD5173U,29IENCD5173U4Z6,FACTORIES,KAR/FACT/560100/0048
49,CLOSED,560100,PAPER_PRINTING,Srinivasa Leather Factory,,,BBMP,BBMP/560100/0049
49,CLOSED,560100,PAPER_PRINTING,Srinivasa Leather Factory,,,LABOUR,KR/BN/00049/000
50,ACTIVE,560100,ENGINEERING,Srinivasa Valves Corporation,LVQPK6594Z,29LVQPK6594Z6Z5,BBMP,BBMP/560100/0050
50,ACTIVE,560100,ENGINEERING,Srinivasa Valves Corporation,LVQPK6594Z,29LVQPK6594Z6Z5,ESCOM,ESCOM/560100/000050
50,ACTIVE,560100,ENGINEERING,Srinivasa Valves Corporation,LVQPK6594Z,29LVQPK6594Z6Z5,LABOUR,KR/BN/00050/000
51,ACTIVE,560100,PACKAGING,Wipro Cables Enterprises,,,BBMP,BBMP/560100/0051
51,ACTIVE,560100,PACKAGING,Wipro Cables Enterprises,,,ESCOM,ESCOM/560100/000051
51,ACTIVE,560100,PACKAGING,Wipro Cables Enterprises,,,LABOUR,KR/BN/00051/000
52,ACTIVE,560058,AUTO_COMPONENTS,KS Leather & Co,VRVHX9906Q,29VRVHX9906Q6ZJ,BBMP,BBMP/560058/0052
52,ACTIVE,560058,AUTO_COMPONENTS,KS Leather & Co,VRVHX9906Q,29VRVHX9906Q6ZJ,ESCOM,ESCOM/560058/000052
53,ACTIVE,560058,RUBBER_PLASTICS,Royal Printing Corporation,EVUCZ9703X,,BBMP,BBMP/560058/0053
53,ACTIVE,560058,RUBBER_PLASTICS,Royal Printing Corporation,EVUCZ9703X,,ESCOM,ESCOM/560058/000053
54,ACTIVE,560100,ELECTRONICS,Titan Ceramics Factory,ZVUFE8043D,29ZVUFE8043D9Z7,BBMP,BBMP/560100/0054
54,ACTIVE,560100,ELECTRONICS,Titan Ceramics Factory,ZVUFE8043D,29ZVUFE8043D9Z7,LABOUR,KR/BN/00054/000
55,ACTIVE,560058,PHARMACEUTICALS,Indian Packaging International,ZJAFD8671J,29ZJAFD8671J8Z8,ESCOM,ESCOM/560058/000055
55,ACTIVE,560058,PHARMACEUTICALS,Indian Packaging International,ZJAFD8671J,29ZJAFD8671J8Z8,LABOUR,KR/BN/00055/000
55,ACTIVE,560058,PHARMACEUTICALS,Indian Packaging International,ZJAFD8671J,29ZJAFD8671J8Z8,FACTORIES,KAR/FACT/560058/0055
56,ACTIVE,560100,ENGINEERING,Royal Pharmaceuticals Ltd,LCXAT5657J,29LCXAT5657J6ZF,BBMP,BBMP/560100/0056
56,ACTIVE,560100,ENGINEERING,Royal Pharmaceuticals Ltd,LCXAT5657J,29LCXAT5657J6ZF,ESCOM,ESCOM/560100/000056
56,ACTIVE,560100,ENGINEERING,Royal Pharmaceuticals Ltd,LCXAT5657J,29LCXAT5657J6ZF,LABOUR,KR/BN/00056/000
56,ACTIVE,560100,ENGINEERING,Royal Pharmaceuticals Ltd,LCXAT5657J,29LCXAT5657J6ZF,FACTORIES,KAR/FACT/560100/0056
57,ACTIVE,560058,PACKAGING,United Auto Parts Industries,ITQPY5713K,29ITQPY5713K3ZT,ESCOM,ESCOM/560058/000057
57,ACTIVE,560058,PACKAGING,United Auto Parts Industries,ITQPY5713K,29ITQPY5713K3ZT,LABOUR,KR/BN/00057/000
58,CLOSED,560058,ELECTRONICS,Indian Garments Enterprises,TEJPY0627N,29TEJPY0627N8ZO,BBMP,BBMP/560058/0058
58,CLOSED,560058,ELECTRONICS,Indian Garments Enterprises,TEJPY0627N,29TEJPY0627N8ZO,ESCOM,ESCOM/560058/000058
59,ACTIVE,560058,PACKAGING,Sunrise Pumps Private Limited,LSEHO3083N,29LSEHO3083N1Z4,BBMP,BBMP/560058/0059
59,ACTIVE,560058,PACKAGING,Sunrise Pumps Private Limited,LSEHO3083N,29LSEHO3083N1Z4,ESCOM,ESCOM/560058/000059
60,DORMANT,560100,TEXTILE,Balaji Fabrics Ltd,YJTFS1332D,,ESCOM,ESCOM/560100/000060
60,DORMANT,560100,TEXTILE,Balaji Fabrics Ltd,YJTFS1332D,,LABOUR,KR/BN/00060/000
61,ACTIVE,560100,PHARMACEUTICALS,Karnataka Engineering Private Limited,RSOHJ8879U,,BBMP,BBMP/560100/0061
61,ACTIVE,560100,PHARMACEUTICALS,Karnataka Engineering Private Limited,RSOHJ8879U,,ESCOM,ESCOM/560100/000061
61,ACTIVE,560100,PHARMACEUTICALS,Karnataka Engineering Private Limited,RSOHJ8879U,,LABOUR,KR/BN/00061/000
61,ACTIVE,560100,PHARMACEUTICALS,Karnataka Engineering Private Limited,RSOHJ8879U,,FACTORIES,KAR/FACT/560100/0061
62,DORMANT,560100,RUBBER_PLASTICS,Balaji Rubber International,VBZFU0451Y,29VBZFU0451Y3Z8,BBMP,BBMP/560100/0062
62,DORMANT,560100,RUBBER_PLASTICS,Balaji Rubber International,VBZFU0451Y,29VBZFU0451Y3Z8,ESCOM,ESCOM/560100/000062
62,DORMANT,560100,RUBBER_PLASTICS,Balaji Rubber International,VBZFU0451Y,29VBZFU0451Y3Z8,LABOUR,KR/BN/00062/000
63,ACTIVE,560100,ENGINEERING,Bangalore Foods Co,,,BBMP,BBMP/560100/0063
63,ACTIVE,560100,ENGINEERING,Bangalore Foods Co,,,ESCOM,ESCOM/560100/000063
63,ACTIVE,560100,ENGINEERING,Bangalore Foods Co,,,LABOUR,KR/BN/00063/000
63,ACTIVE,560100,ENGINEERING,Bangalore Foods Co,,,FACTORIES,KAR/FACT/560100/0063
64,ACTIVE,560058,ENGINEERING,Sri Leather Group,MQHPJ4862C,29MQHPJ4862C3ZS,ESCOM,ESCOM/560058/000064
64,ACTIVE,560058,ENGINEERING,Sri Leather Group,MQHPJ4862C,29MQHPJ4862C3ZS,FACTORIES,KAR/FACT/560058/0064
65,ACTIVE,560100,FOOD_PROCESSING,Royal Packaging Works,DBYCT4998S,29DBYCT4998S4ZA,BBMP,BBMP/560100/0065
65,ACTIVE,560100,FOOD_PROCESSING,Royal Packaging Works,DBYCT4998S,29DBYCT4998S4ZA,LABOUR,KR/BN/00065/000
66,ACTIVE,560058,ELECTRONICS,Premier Packaging Industries,WLWPX3400R,,BBMP,BBMP/560058/0066
66,ACTIVE,560058,ELECTRONICS,Premier Packaging Industries,WLWPX3400R,,ESCOM,ESCOM/560058/000066
66,ACTIVE,560058,ELECTRONICS,Premier Packaging Industries,WLWPX3400R,,LABOUR,KR/BN/00066/000
67,ACTIVE,560058,FOOD_PROCESSING,Mahalaxmi Steel Enterprises,KBBAW3446Q,,BBMP,BBMP/560058/0067
67,ACTIVE,560058,FOOD_PROCESSING,Mahalaxmi Steel Enterprises,KBBAW3446Q,,ESCOM,ESCOM/560058/000067
68,ACTIVE,560100,PAPER_PRINTING,KS Auto Parts Corporation,HXWAU0497Y,29HXWAU0497Y4Z3,BBMP,BBMP/560100/0068
68,ACTIVE,560100,PAPER_PRINTING,KS Auto Parts Corporation,HXWAU0497Y,29HXWAU0497Y4Z3,ESCOM,ESCOM/560100/000068
69,ACTIVE,560058,PAPER_PRINTING,New Engineering Ltd,KUXCX7755V,29KUXCX7755V7ZK,BBMP,BBMP/560058/0069
69,ACTIVE,560058,PAPER_PRINTING,New Engineering Ltd,KUXCX7755V,29KUXCX7755V7ZK,ESCOM,ESCOM/560058/000069
69,ACTIVE,560058,PAPER_PRINTING,New Engineering Ltd,KUXCX7755V,29KUXCX7755V7ZK,LABOUR,KR/BN/00069/000
70,ACTIVE,560100,PAPER_PRINTING,Global Foods Ltd,RMMCR9721V,29RMMCR9721V7ZM,BBMP,BBMP/560100/0070
70,ACTIVE,560100,PAPER_PRINTING,Global Foods Ltd,RMMCR9721V,29RMMCR9721V7ZM,LABOUR,KR/BN/00070/000
71,ACTIVE,560100,ELECTRONICS,Karnataka Pumps Works,GBXAH6047D,29GBXAH6047D3Z0,BBMP,BBMP/560100/0071
71,ACTIVE,560100,ELECTRONICS,Karnataka Pumps Works,GBXAH6047D,29GBXAH6047D3Z0,ESCOM,ESCOM/560100/000071
72,ACTIVE,560100,CHEMICALS,Srinivasa Garments International,KVYCB9349J,29KVYCB9349J1ZJ,BBMP,BBMP/560100/0072
72,ACTIVE,560100,CHEMICALS,Srinivasa Garments International,KVYCB9349J,29KVYCB9349J1ZJ,ESCOM,ESCOM/560100/000072
72,ACTIVE,560100,CHEMICALS,Srinivasa Garments International,KVYCB9349J,29KVYCB9349J1ZJ,LABOUR,KR/BN/00072/000
72,ACTIVE,560100,CHEMICALS,Srinivasa Garments International,KVYCB9349J,29KVYCB9349J1ZJ,FACTORIES,KAR/FACT/560100/0072
73,ACTIVE,560100,CHEMICALS,Karnataka Motors Pvt Ltd,TUOPY1664N,29TUOPY1664N2ZP,BBMP,BBMP/560100/0073
73,ACTIVE,560100,CHEMICALS,Karnataka Motors Pvt Ltd,TUOPY1664N,29TUOPY1664N2ZP,FACTORIES,KAR/FACT/560100/0073
74,DORMANT,560100,CHEMICALS,Premier Pipes Factory,,,BBMP,BBMP/560100/0074
74,DORMANT,560100,CHEMICALS,Premier Pipes Factory,,,ESCOM,ESCOM/560100/000074
74,DORMANT,560100,CHEMICALS,Premier Pipes Factory,,,LABOUR,KR/BN/00074/000
74,DORMANT,560100,CHEMICALS,Premier Pipes Factory,,,FACTORIES,KAR/FACT/560100/0074
75,ACTIVE,560100,AUTO_COMPONENTS,Sunrise Beverages Ltd,XTUAG7657Q,29XTUAG7657Q6Z4,ESCOM,ESCOM/560100/000075
75,ACTIVE,560100,AUTO_COMPONENTS,Sunrise Beverages Ltd,XTUAG7657Q,29XTUAG7657Q6Z4,FACTORIES,KAR/FACT/560100/0075
76,ACTIVE,560058,PAPER_PRINTING,Global Fabrics International,OORFJ7387S,,ESCOM,ESCOM/560058/000076
76,ACTIVE,560058,PAPER_PRINTING,Global Fabrics International,OORFJ7387S,,LABOUR,KR/BN/00076/000
77,ACTIVE,560100,PACKAGING,Venkateshwara Cables Private Limited,DWDAR3198Y,,BBMP,BBMP/560100/0077
77,ACTIVE,560100,PACKAGING,Venkateshwara Cables Private Limited,DWDAR3198Y,,ESCOM,ESCOM/560100/000077
78,ACTIVE,560100,ELECTRONICS,Southern Pipes Group,CAPPW8204R,,ESCOM,ESCOM/560100/000078
78,ACTIVE,560100,ELECTRONICS,Southern Pipes Group,CAPPW8204R,,LABOUR,KR/BN/00078/000
79,ACTIVE,560100,ELECTRONICS,KS Electricals Co,WXQAN5036M,29WXQAN5036M6ZQ,BBMP,BBMP/560100/0079
79,ACTIVE,560100,ELECTRONICS,KS Electricals Co,WXQAN5036M,29WXQAN5036M6ZQ,ESCOM,ESCOM/560100/000079
80,ACTIVE,560058,PHARMACEUTICALS,Southern Garments Works,FQXHL0712V,29FQXHL0712V1Z4,BBMP,BBMP/560058/0080
80,ACTIVE,560058,PHARMACEUTICALS,Southern Garments Works,FQXHL0712V,29FQXHL0712V1Z4,ESCOM,ESCOM/560058/000080
80,ACTIVE,560058,PHARMACEUTICALS,Southern Garments Works,FQXHL0712V,29FQXHL0712V1Z4,LABOUR,KR/BN/00080/000
80,ACTIVE,560058,PHARMACEUTICALS,Southern Garments Works,FQXHL0712V,29FQXHL0712V1Z4,FACTORIES,KAR/FACT/560058/0080
81,ACTIVE,560058,ELECTRONICS,Southern Foods & Co,KGICJ3532Q,29KGICJ3532Q8Z6,BBMP,BBMP/560058/0081
81,ACTIVE,560058,ELECTRONICS,Southern Foods & Co,KGICJ3532Q,29KGICJ3532Q8Z6,ESCOM,ESCOM/560058/000081
81,ACTIVE,560058,ELECTRONICS,Southern Foods & Co,KGICJ3532Q,29KGICJ3532Q8Z6,LABOUR,KR/BN/00081/000
82,CLOSED,560058,FOOD_PROCESSING,Shree Chemicals Works,VMRAV3747X,29VMRAV3747X3ZM,BBMP,BBMP/560058/0082
82,CLOSED,560058,FOOD_PROCESSING,Shree Chemicals Works,VMRAV3747X,29VMRAV3747X3ZM,ESCOM,ESCOM/560058/000082
82,CLOSED,560058,FOOD_PROCESSING,Shree Chemicals Works,VMRAV3747X,29VMRAV3747X3ZM,LABOUR,KR/BN/00082/000
83,ACTIVE,560058,TEXTILE,Royal Textiles Traders,,,BBMP,BBMP/560058/0083
83,ACTIVE,560058,TEXTILE,Royal Textiles Traders,,,ESCOM,ESCOM/560058/000083
83,ACTIVE,560058,TEXTILE,Royal Textiles Traders,,,LABOUR,KR/BN/00083/000
84,ACTIVE,560058,RUBBER_PLASTICS,Modern Metals Industries,,,BBMP,BBMP/560058/0084
85,CLOSED,560100,CHEMICALS,Janatha Steel Pvt Ltd,HVCCU7035B,29HVCCU7035B3Z5,BBMP,BBMP/560100/0085
85,CLOSED,560100,CHEMICALS,Janatha Steel Pvt Ltd,HVCCU7035B,29HVCCU7035B3Z5,ESCOM,ESCOM/560100/000085
85,CLOSED,560100,CHEMICALS,Janatha Steel Pvt Ltd,HVCCU7035B,29HVCCU7035B3Z5,FACTORIES,KAR/FACT/560100/0085
86,ACTIVE,560100,CHEMICALS,Sri Fabrics Co,,,BBMP,BBMP/560100/0086
86,ACTIVE,560100,CHEMICALS,Sri Fabrics Co,,,ESCOM,ESCOM/560100/000086
86,ACTIVE,560100,CHEMICALS,Sri Fabrics Co,,,FACTORIES,KAR/FACT/560100/0086
87,ACTIVE,560100,RUBBER_PLASTICS,JSW Steel Group,,,BBMP,BBMP/560100/0087
87,ACTIVE,560100,RUBBER_PLASTICS,JSW Steel Group,,,ESCOM,ESCOM/560100/000087
87,ACTIVE,560100,RUBBER_PLASTICS,JSW Steel Group,,,LABOUR,KR/BN/00087/000
